Id,Name,Ff_time,Prize_money,Correct_answers,Lost_Question,Lost_money,Lost_how,Ata_used,Ff_used,Pp_used,Ata_question,Ata_perc,Ata_correct,Ff_question,Ff_correct,Pp_question,Pp_correct,Phoned_who,Bad_question,Bad_number
567,Patrick Ripley,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
568,Rob Pohl,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
569,Jon Olson,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
570,Sheryl Page,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
571,Kathryn Humphreys,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
572,Jody Matzer,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
573,Jim Faggiana,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
574,Jane Henderson,0,32000,12,13,93000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
575,Scott Goodman,0,32000,10,11,0,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
576,Steve Bolen,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
577,Karen Fedor,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
578,Dominic Ferrante,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
579,Steve Best,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
580,John Aducci,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
581,Mike Keating,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
582,Kraig Norris,0,32000,12,13,93000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
583,David Swanson,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
584,Todd Creekmore,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
585,Judy Bartoletti,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
586,Michael Mernin,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
587,Eric Lillienthal,0,1000,9,10,15000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
588,Oliver Wade,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
589,Eric Feinstein,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
590,Maureen Lawlor,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
591,John Katrensky,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
592,David Lukov,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
593,Lowell Ross,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
594,Bruce Andriatch,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
595,Cosette Roura,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
596,Mike Ziniti,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
597,Jim Lairmore,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
598,Tim Rogers,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
599,Beth Woods,0,32000,11,12,32000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
600,John Grochowski,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
601,Todd Flanders,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
602,Ed Withowski,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
603,Chana Scwadlenak,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
604,Paul Cornbleth,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
605,Michael Brand,0,32000,10,11,0,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
606,Daniel Brekke,0,32000,10,11,0,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
607,Steve Cornman,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
608,David MacLaine,0,250000,13,14,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
609,Kurt Naumann,0,32000,11,12,32000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
610,Jennifer Morgan,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
611,Kevin Swaluk,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
612,Maureen Block,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
613,Gary Jackson,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
614,Zack Jaffe,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
615,Brandon Moen,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
616,Frank Tangredi,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
617,Tony D'Orazio,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
618,Marjorie Taglieri,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
619,Jim Baldwin,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
620,Steve Rudolph,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
621,Jamie Hammond,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
622,Jamie Smith,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
623,Harry Berman,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
624,Doug Arm,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
625,Andrew Rentz,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
626,Norman Sterner,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
627,Greg Hummel,0,1000,6,7,1000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
628,Ronald Moya,0,1000,5,6,0,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
629,Linda Percy,0,32000,11,12,32000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
630,Shelton Basham,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
631,Andre Cadieux,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
632,Dan Langdon,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
633,Connie Walsh,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
634,Karen Klein,0,8000,8,9,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
635,Alicia Reeves,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
636,Jennifer Perrine,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
637,Paul Yakatan,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
638,Paul Riecke,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
639,Richard Stinnett,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
640,Matt Silcox,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
641,Garron Hansen,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
642,Tara Goodman,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
643,Christopher Liptrap,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
644,Howie Rosenblatt,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
645,Owen Sonntag,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
646,Jo Ann Bravato,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
647,Mary Teykl,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
648,Joanne Osmolik,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
649,Scott Yackel,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
650,Susan Larose,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
651,Kevin Fleming,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
652,Sarah Curnoyer,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
653,Phil Gibson,0,250000,13,14,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
654,Joanne Spotts,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
655,Robin Riglin,0,250000,13,14,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
656,Michael Whalen,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
657,Joe Mulcahey,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
658,Andrew Strange,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
659,Bill Beattie,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
660,Rulon Gardner,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
661,Laura Wilkinson,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
662,Lenny Krayzelburg,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
663,Jenny Thompson,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
664,Julie Foudy,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
665,Dara Torres,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
666,Gary Hall,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
667,Maurice Greene,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
668,Phil Hornbostel,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
669,Phillip Sternenberg,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
670,Todd Kivi,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
671,Lore Guilmartin,0,1000,7,8,3000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
672,Lynne Baldwin,0,32000,10,11,0,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
673,Alex Aldrich,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
674,Tracy Cotter,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
675,Joe Mallon,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
676,Rachel Quaitance,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
677,Scot Brody,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
678,Michael Lowenstein,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
679,Charlotte Seymour,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
680,Lori Bailey,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,1,11
681,Patrick Downes,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
682,Tom Bolton,0,250000,13,14,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
683,David Ippolito,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
684,Matthew Gray,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
685,Steve Barnes,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
686,Ken Benson,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
687,Michael Hughes,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
688,Bob Bargar,0,32000,12,13,93000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
689,Carl Sheffield,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
690,Jim Northrop,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
691,Lyn Robbins,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
692,Nick Boneff,0,1000,9,10,15000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
693,Jim Wise,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
694,Ron Roberts,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
695,Curtis Hane,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
696,Michael Schwartz,0,8000,8,9,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
697,Fowler Jones,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
698,Kim Nixon,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
699,Joel Reid,0,250000,13,14,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
700,Mike Harvey,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
701,John Simmons,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
702,Shaili Bhula,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
703,Domninque Ferrari,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
704,Lindsey Malcon,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
705,Ben Wong,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
706,Julie Doran,0,32000,10,11,0,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
707,Susan Glaze,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
708,Todd Leopold,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
709,Susan Miolla,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
710,Sean Beckly,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
711,Ken Cohn,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
712,Ted Stowe,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
713,Randy Tomassi,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
714,Keith Bell,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
715,Steve Horner,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
716,Bob Cascella,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
717,Errol Proctor,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
718,Chris Nicholus,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
719,Beth Kellum,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
720,John Dignam,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
721,Gleen Harms,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
722,Marcus Schrick,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
723,Ted Kenniston,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
724,Yona Eshkenazi,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
725,Paul Rees,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
726,Laeki Harris,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
727,Dan Seifried,0,1000,9,10,15000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
728,Merilee Bordin,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
729,Michael Barnes,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
730,Andrea Schluttenhofer,0,1000,9,10,15000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
731,Bob Striegel,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
732,Kim Forster,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
733,Memil Trowbridhe,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
734,Kent Swallwood,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
735,Barrett Hildreth,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
736,Sally Keenan,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
737,Claire Edelstein,0,32000,10,11,0,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
738,Steve Flynn,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
739,John Booth,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
740,James Stokos,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
741,Andy Rothman,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
742,Penny Poplin Gosetti,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
743,Gary Itrner,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
744,Barry Moore,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
745,Brian Killgore,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
746,Garle Takasaki,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
747,Kevin Hamilton,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
748,Matt Mullins,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
749,Howard Bousel,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
750,Sean Hildreth,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
751,William Hatfield,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
752,Tom Weiss,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
753,Sidney Browning,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
754,Karl Holzheimer,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
755,John Wilkes,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
756,Greg Gibbs,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
757,Peter Diamond,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
758,Matthew Bumgardner,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
759,Suzy Law,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
760,Kim Fields,0,32000,11,12,32000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
761,Danny Bonaduce,0,250000,13,14,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
762,Marion Ross,0,1000,7,8,3000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
763,Cindy Williams,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
764,Russ Williams,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
765,Jeremey Edelman,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
766,Dana Pratt,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
767,Bill Brennan,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
768,Roger Moyer,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
769,Chris Netz,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
770,Scott Camloh,0,125000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
771,Renee Futrelle,0,8000,8,9,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
772,Dan Orr,0,32000,11,12,32000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
773,Terry Sheldon,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
774,Kevin Baggett,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
775,Barbara Von Pagel,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
776,Paul Laundry,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
777,Steven Queen,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
778,Maria Costanzo,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
779,Fred Coughlin,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
780,Sam Wolfe,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
781,Kenneth Allendoerfer,0,1000,9,10,15000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
782,Jerry Crowley,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
783,Peter Angeli,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
784,David Ekey,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
785,Maegen Worley,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
786,Mark Frankfother,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
787,Joe Erlanger,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
788,Tom Michael,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
789,Jane Charnin-Aker,0,250000,13,14,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
790,Kathleen Ang-Lee,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
791,Jessica Schreader,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
792,Michele Delpriore,0,1000,9,10,15000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
793,Andrea Stout,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
794,Debbie Horn,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
795,Vince Cannata,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
796,LeRoy O'Neill,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
797,Casey Mallough,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
798,Anthony Torres,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
799,Gary Nilsen,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
800,Eugene Esch,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
801,Frank Beck,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
802,Ray Prybylsky,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
803,Ali Fahmy,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
804,Mark Srygley,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
805,Stephen Bryan,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
806,Matthew Sherman,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
807,Eric Fullgraf,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
808,Shae Wilhite,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
809,Nancy Haines Iveland,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
810,Mark Byrd,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
811,Larry Black,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
812,Maureen Kennedy,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
813,Rich Gomez,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
814,Amy Proctor Mantylia,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
815,Ayappa Biddanda,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
816,Jim Cleaves,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
817,Tracie Nielson,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
818,Kathleen Santo,0,8000,8,9,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
819,Arthur Esposito,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
820,Denise Scott,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
821,Lance Baker,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
822,April Campbell,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
823,Jennifer Stoner,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
824,Kyong Halvorson,0,32000,10,11,0,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
825,Ellen Cutler,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
826,Denise Fultz,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
827,Chris Brazelton,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
828,Chuck Guido,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
829,Jac Burg,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
830,Doug Kufahl,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
831,Jason Parker,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
832,Sandy Pessoney,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
833,Steve Reid,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
834,Jim Abbott,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
835,Vicki Shaw,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
836,Scott Morgan,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
837,Jolene Schow,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
838,Amanda Rykogg,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
839,Karen Spencer,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
840,Jesse Popp,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
841,Brian Lavin,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
842,Casey McCarthy,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
